status,item,description,class,vendor,on_hand,on_order,committed,curr_avail,reorder_pt_netsuite,pref_stock_netsuite,qty_sold_period,daily_sales_rate,days_of_stock,days_until_reorder,suggested_order_qty
REORDER_NOW,1334491L,Complete Strut,FCS,,6.0,0.0,1.0,5.0,53.0,53.0,18.0,0.295,16.9,0.0,48
REORDER_NOW,1334403L,Complete Strut,FCS,,15.0,82.0,6.0,9.0,155.0,155.0,32.0,0.525,17.2,0.0,64
REORDER_NOW,1334303R,Complete Strut,FCS,,55.0,0.0,27.0,28.0,350.0,350.0,99.0,1.623,17.3,0.0,322
REORDER_NOW,335895,Strut,BARE,,22.0,0.0,10.0,12.0,112.0,112.0,41.0,0.672,17.9,0.0,100
REORDER_NOW,1337237R,Complete Strut,FCS,,26.0,0.0,1.0,25.0,114.0,114.0,85.0,1.393,17.9,0.0,89
REORDER_NOW,8346719,Complete Strut,FCS,,4.0,0.0,1.0,3.0,42.0,42.0,10.0,0.164,18.3,0.0,39
REORDER_NOW,334572L,Strut,BARE,,4.0,30.0,1.0,3.0,0.0,0.0,10.0,0.164,18.3,0.0,0
REORDER_NOW,346850,Shock,BARE,,108.0,0.0,47.0,61.0,571.0,571.0,200.0,3.279,18.6,0.0,510
REORDER_NOW,8346863,Complete Strut,FCS,,27.0,88.0,14.0,13.0,209.0,209.0,42.0,0.689,18.9,0.0,108
REORDER_NOW,SC00042,Complete Strut,FCS,,5.0,0.0,0.0,5.0,58.0,58.0,16.0,0.262,19.1,0.0,53
REORDER_NOW,8346747,Complete Strut,FCS,,15.0,0.0,10.0,5.0,76.0,76.0,16.0,0.262,19.1,0.0,71
REORDER_NOW,1345881,Complete Strut,FCS,,40.0,110.0,18.0,22.0,424.0,424.0,70.0,1.148,19.2,0.0,292
REORDER_NOW,1331517,Complete Strut,FCS,,26.0,0.0,7.0,19.0,188.0,188.0,60.0,0.984,19.3,0.0,169
REORDER_NOW,8346742,Complete Strut,FCS,,22.0,0.0,3.0,19.0,212.0,212.0,60.0,0.984,19.3,0.0,193
REORDER_NOW,1335981R,Complete Strut,FCS,,127.0,0.0,52.0,75.0,1097.0,1097.0,235.0,3.852,19.5,0.0,1022
REORDER_NOW,343339,Shock,BARE,,19.0,64.0,9.0,10.0,50.0,50.0,31.0,0.508,19.7,0.0,0
REORDER_NOW,2333375R,Complete Strut,FCS,,16.0,0.0,9.0,7.0,102.0,102.0,21.0,0.344,20.3,0.0,95
REORDER_NOW,331696L,Strut,BARE,,3.0,24.0,2.0,1.0,15.0,15.0,3.0,0.049,20.3,0.0,0
REORDER_NOW,331818,Strut,BARE,,5.0,0.0,0.0,5.0,59.0,59.0,15.0,0.246,20.3,0.0,54
REORDER_NOW,335795L,Strut,BARE,,2.0,0.0,0.0,2.0,22.0,22.0,6.0,0.098,20.3,0.0,20
REORDER_NOW,1334415L,Complete Strut,FCS,,75.0,78.0,53.0,22.0,346.0,346.0,66.0,1.082,20.3,0.0,246
REORDER_NOW,1334491R,Complete Strut,FCS,,8.0,0.0,1.0,7.0,58.0,58.0,21.0,0.344,20.3,0.0,51
REORDER_NOW,1335895L,Complete Strut,FCS,,31.0,103.0,9.0,22.0,283.0,283.0,65.0,1.066,20.6,0.0,158
REORDER_NOW,8341633,Complete Strut,FCS,,18.0,0.0,8.0,10.0,92.0,92.0,29.0,0.475,21.0,0.0,82
REORDER_NOW,8346341,Complete Strut,FCS,,52.0,108.0,19.0,33.0,265.0,265.0,96.0,1.574,21.0,0.0,124
REORDER_NOW,1334221R,Complete Strut,FCS,,32.0,125.0,15.0,17.0,315.0,315.0,48.0,0.787,21.6,0.0,173
REORDER_NOW,1337123,Complete Strut,FCS,,120.0,0.0,45.0,75.0,799.0,799.0,207.0,3.393,22.1,0.0,724
